高校,安全知识竞赛,国家安全,根据维护国家安全工作的需要，国家依法保护有关机关专门从事国家安全工作人员的（）和合法权益，加大人身保护和安置保障力度。,安全,利益,财产,身份,D
高校,安全知识竞赛,国家安全,任何个人和组织都不得非法持有属于（）的文件、资料和其他物品。,单位秘密,家庭秘密,个人隐私,国家秘密,D
高校,安全知识竞赛,国家安全,根据维护国家安全工作的需要，国家依法保护有关机关专门（）的身份和合法权益，加大人身保护和安置保障力度。,国家安全机关工作人员,公安机关工作人员,从事国家安全工作人员,军事机关工作人员,C
高校,安全知识竞赛,国家安全,《国家安全法》是经（）通过的。,中国人民政治协商会议,国务院常务会议,全国人民代表大会,全国人民代表大会常务委员会,D
高校,安全知识竞赛,国家安全,国家决定进入紧急状态、战争状态或者实施国防动员后，履行国家安全危机管控职责的有关机关依照法律规定或者（）规定，有权采取限制公民和组织权利、增加公民和组织义务的特别措施。,中国共产党中央委员会,中央军事委员会,全国人民代表大会,全国人民代表大会常务委员会,D
高校,安全知识竞赛,国家安全,主管反间谍工作的机关是（）。,国家安全机关,公安机关,国务院,中央政法委,A
高校,安全知识竞赛,国家安全,国家安全机关对下列用于间谍行为的工具和其他财物，以及用于资助间谍行为的资金、场所、物资，经过（）国家安全机关负责人批准，可以依法查封、扣押、冻结。,国家安全部,省、自治区、直辖市,设区的市级以上,县级, C
高校,安全知识竞赛,国家安全,在境外受胁迫或者受诱骗参加敌对组织、间谍组织，从事危害中华人民共和国国家安全的活动，及时向中华人民共和国驻外机构如实说明情况，或者入境后直接或者通过所在单位及时向国家安全机关、公安机关如实说明情况，并有（）表现的，可以不予追究。,自首,立功,悔改,重大立功, C
高校,安全知识竞赛,国家安全,（）违反国家安全法的，可以限期离境或者驱逐出境。,公民,境外人员,外国人,无国籍人, B
高校,安全知识竞赛,国家安全,国家依法采取必要措施，保护海外（）的安全和正当权益，保护国家的海外利益不受威胁和侵害。,中国人民,中国公民、组织和机构,中国国家机关及其工作人员,中国国家机关、国有公司, B
高校,安全知识竞赛,国家安全,实施间谍行为，有自首或者立功表现的，（）；有重大立功表现的，给予奖励。,可以从轻、减轻处罚,应当从轻、减轻处罚,可以从轻、减轻或者免除处罚,应当从轻、减轻或者免除处罚, C
高校,安全知识竞赛,国家安全,某国家机关的机要人员利用职务上的便利，将其所知悉、掌握的大量国家机密、绝密提供给境外文化研究组织或者外籍朋友，对该行为如何认定？（）,故意泄露国家秘密罪,为境外非法提供国家秘密、情报罪,间谍罪,可以不予追究, B
高校,安全知识竞赛,国家安全,某国家机关的机要人员在某次出国访问中，被胁迫、诱骗与境外间谍机构签订“劳务协议”，回国后直接或间接及时向国家安全机关、公安机关如实说明情况，并有悔改表现的，对该行为如何认定？（）,故意泄露国家秘密罪,为境外非法提供国家秘密、情报罪,间谍罪,可以不予追究,D
高校,安全知识竞赛,国家安全,某国家机关工作人员甲借到Z国探亲的机会滞留不归。一年后甲受雇于Z国的一个专门收集有关中国军事情报的组织，随后受该组织的指派潜回中国，找到其在某军区参谋部工作的战友乙，以1万美元的价格从乙手中购买了3份军事机密材料。对甲的行为应如何处理（）？,以叛逃罪论处,以叛逃罪和间谍罪论处；,以间谍罪论处,以非法获取军事秘密罪论处, C
高校,安全知识竞赛,国家安全,我国公民甲得知其好友乙正在为境外某公司收集我国的经济情报，遂向乙提供了一先进的微型摄像机，供乙刺探我国情报使用。后两人均被抓获，甲的行为构成（）。,间谍罪,为境外窃取、刺探、收买、非法提供国家秘密、情报罪,资敌罪,资助危害国家安全犯罪活动罪, B
高校,安全知识竞赛,国家安全,甲原系一国有企业干部，后来利用出国的机会投敌叛变，加入该国间谍组织，后来在受该组织派遣回国执行任务时被抓获。甲的行为如何判定？（）,以投敌叛变罪论处,以投敌叛变罪与间谍罪数罪并罚,以间谍罪论处,以投敌叛变罪与间谍罪论处，从一重罪处理, A
高校,安全知识竞赛,国家安全,国务院公安部门、国家安全部门、外交部门和省级反恐怖主义工作领导机构对于需要认定恐怖活动组织和人员的，应当向（）提出申请。,国务院,国家反恐怖主义工作领导机构,全国人民代表大会,中国人民解放军, B
高校,安全知识竞赛,国家安全,国家加强国家安全新闻宣传和舆论引导，通过多种形式开展国家安全宣传教育活动，将国家安全教育纳入国民教育体系和（）体系，增强全民国家安全意识。,企事业职业教育培训,普通教育教学,高等教育教学,公务员教育培训, D
高校,安全知识竞赛,国家安全,履行国家安全危机管控职责的有关机关依法采取处置国家安全危机的（）措施，应当与国家安全危机可能造成的危害的性质、程度和范围相适应。,防范,惩治,管控,善后, C
高校,安全知识竞赛,国家安全,对可能即将发生或者已经发生的危害国家安全的事件，（）。,县级以上地方人民政府及其有关主管部门应当立即按照规定向上一级人民政府及其有关主管部门报告，不得越级上报,设区的市级以上地方人民政府及其有关主管部门应当立即按照规定向上一级人民政府及其有关主管部门报告，不得越级上报,设区的市级以上地方人民政府及其有关主管部门应当立即按照规定向上一级人民政府及其有关主管部门报告，必要时可以越级上报,县级以上地方人民政府及其有关主管部门应当立即按照规定向上一级人民政府及其有关主管部门报告，必要时可以越级上报,D
高校,安全知识竞赛,国家安全,国家秘密在一定时间内只限（）知道。,一定范围的人员,国家工作人员,共产党员,县级以上领导, A
高校,安全知识竞赛,国家安全,冒用（）、气功或者以其他名义建立，神化、鼓吹首要分子，利用制造、散布迷信邪说等手段蛊惑、蒙骗他人，发展、控制成员，危害社会的非法组织，应当认定为“邪教组织”。,养生,教育,宗教,旅游, C
高校,安全知识竞赛,国家安全,从我国历史和现实情况看，邪教的根本目的是企图谋取（）地位和权力。,经济,政治,文化,精神, B
高校,安全知识竞赛,国家安全,网上有很多对于邪教的宣传，发现这些宣传之后你应该（）。,不听、不看、不信、不传,仔细阅读,向别人传播,下载并保存, A
高校,安全知识竞赛,国家安全,国家安全的支柱与核心是（）。,政治安全和国防安全,经济安全和社会公共安全,生态安全和信息安全,文化安全和科技安全, A
高校,安全知识竞赛,国家安全,根据《中华人民共和国反恐怖主义法》，司法机关调查情况时，拒绝提供信息，可能会被处（）。,十年以上有期徒刑、无期徒刑或死刑,没收全部财产,十日以上十五日以下拘留，一万元以下罚款,无期徒刑, C
高校,安全知识竞赛,国家安全,（）依照宪法规定，决定战争和和平的问题，行使宪法规定的涉及国家安全的其他职权。,中央军事委员会,中华人民共和国主席,全国人民代表大会,全国人民代表大会常务委员会,C
高校,安全知识竞赛,国家安全,《中华人民共和国反恐怖主义法》所称恐怖活动组织是指（）以上为实施恐怖活动而组成的犯罪组织。,三人,五人,七人,十人, A
高校,安全知识竞赛,国家安全,遇到核与辐射恐怖袭击不正确的方法是（）。,尽快有序撤离到相对安全的地方，远离辐射源,配合相关部门做好后续工作,及时报警，希求救助，不要惊慌，进一步判明情况,躲在家里不出门, D
高校,安全知识竞赛,国家安全,以下属于常规恐怖袭击手段的是（）。,爆炸，如炸弹爆炸、汽车炸弹爆炸、自杀性人体炸弹爆炸等,核与辐射恐怖袭击,生物恐怖袭击,网络恐怖袭击活动, A
高校,安全知识竞赛,国家安全,在遭遇恐怖分子劫持时，下列不正确的做法是（）。,保持冷静，不要反抗，相信政府,奋起与恐怖分子搏斗,注意观察恐怖分子人数，头领，便于事后提供证言,不对视，不对话，趴在地上，动作要缓慢, B
高校,安全知识竞赛,国家安全,《中华人民共和国反恐怖主义法》规定，铁路、公路、水上、航空的货运和邮政、快递等物流运营单位应当实行（），对客户身份进行查验，依照规定对运输、寄递物品进行安全检查或者开封验视。对禁止运输、寄递存在重大安全隐患或者客户拒绝安全查验的物品，不得运输、寄递。,安全检查制度,安全查验制度,安全监督制度,安全验收制度, B
高校,安全知识竞赛,国家安全,《中华人民共和国反恐怖主义法》所称恐怖事件，是指正在发生或者已经发生的造成或者可能造成（）的恐怖活动。,较大社会危害,很大社会危害,重大社会危害,特大社会危害, C
高校,安全知识竞赛,国家安全,大学生发现非法的宣传品、报刊、信函后，正确的处理方法是（）。,自己留下,将其销毁,报告学校保卫处,分享给别人看, C
高校,安全知识竞赛,国家安全,学生小张随导师开展一项国家级科研课题，某日在网上收到一封邮件，信中言称是国外一家科研机构，希望发表他们的科研成果，并提出会支付高额报酬。做法错误的是（）。,提高警惕，及时和导师联系，报告这一情况，共同分析信息真伪,直接把科研成果给对方发过去,义正言辞，直接拒绝,旁敲侧击，核实邮件来源，套取对方更多信息，及时报告学校保卫处或国家相关机构, B
高校,安全知识竞赛,国家安全,政治安全主要是指政权安全、制度安全、意识形态安全、执政安全。政治安全的核心是（）。,制度安全,执政安全,意识形态安全,政权安全, D
高校,安全知识竞赛,国家安全,党的十八届三中全会决定成立（），加强对国家安全工作的领导。,国家安全局,国家安全委员会,国家安全办公室,国家军事安全委员会, B
高校,安全知识竞赛,国家安全,“总体国家安全观”提出要以人民安全为宗旨，以（）为根本，以经济安全为基础，以军事、文化、社会安全为保障，以促进国际安全为依托，走中国特色国家安全道路。,政治稳定,四项基本原则,政治安全,党的基本路线, C
高校,安全知识竞赛,国家安全,“总体国家安全观”是由（）首次提出的。,江泽民,习近平,胡锦涛,李克强, B
高校,安全知识竞赛,国家安全,涉密计算机可以使用（）。,无线网卡,无线键盘,打印机,蓝牙传输器, C
高校,安全知识竞赛,国家安全,《中华人民共和国反恐怖主义法》于（）通过。,第十二届全国人民代表大会常务委员会第十八次会议通过,第十一届全国人民代表大会常务委员会第十八次会议通过,第十二届全国人民代表大会常务委员会第十六次会议通过,第十一届全国人民代表大会常务委员会第十六次会议通过, A
高校,安全知识竞赛,国家安全,贯彻落实总体国家安全观，加快国家安全法治建设，构建国家安全法律制度体系是（）重要会议上首次提出的。,中国共产党第十八次全国代表大会,中国共产党十八届三中全会,中国共产党十八届四中全会,中国共产党十八届五中全会, C
高校,安全知识竞赛,国家安全,（）是指一个主权国家在国际社会中生存需求和发展需求的总和。,国家权益,人民利益,国家利益,国民利益, C
高校,安全知识竞赛,国家安全,国家独立自主、自力更生地建设和巩固国防，实行（）战略，坚持全民自卫原则。,积极防御,消极防御,全民防御,主动防御, A
高校,安全知识竞赛,国家安全,新时期的国家安全战略将外部安全与（）置于同等地位。,政治安全,经济安全,社会安全,内部安全, D
高校,安全知识竞赛,国家安全,人民是国家安全的（）和管理者,领导者,配合者,参与者,指挥者, C
高校,安全知识竞赛,国家安全,维护国家安全，应当坚持共同安全的原则，坚持（）。,互信、互利、平等、协作,共同、综合、合作、可持续,亲、诚、惠、容,和平、发展、合作、共赢, A
高校,安全知识竞赛,国家安全,维护国家安全，应当与（）相协调,经济社会发展,文化发展,生态发展,党的建设, A
高校,安全知识竞赛,国家安全,守土有责、守土负责、守土尽责中的“土”指（）,国土,领土,领域,领地, A
高校,安全知识竞赛,国家安全,必须保持清醒头脑，强化（）有效防范、管理、处理国家安全风险，有力应对、处置、化解社会安定挑战。,战略思维,底线思维,辩证思维,法制思维, B
高校,安全知识竞赛,国家安全,在处理事关国家安全的问题上，要严格遵守组织纪律和组织程序，做到（）。,事前备案、事后汇报,事前分析、事后请示,事前请示、事后汇报,事前分析、事后汇报,C
高校,安全知识竞赛,国家安全,以下说法不正确的有（）,《国家安全法》强调，任何个人和组织不得有危害国家安全的行为，不得向危害国家安全的个人或者组织提供任何资助或者协助,《宪法》第五十五条规定，保卫祖国、抵抗侵略史每一个公民神圣的职责,《国家安全法》明确规定了公民和组织应当履行维护国家安全的义务,《宪法》未对维护国家安全的法律义务进行规定, D
高校,安全知识竞赛,国家安全,（）负责国家安全工作的决策和议事协调，研究制定、指导实施国家安全战略和有关重大方针政策，统筹协调国家安全重大事项和重要工作，推动国家安全法治建设。,中央国家安全领导机构,中国共产党中央委员会,国家安全部,中央军事委员会, A
高校,安全知识竞赛,国家安全,（）是国家繁荣发展的必由之路。,改革,开放,发展,合作, C
高校,安全知识竞赛,国家安全,下列哪项涉及国家安全的事项不需要审查监管?（）,可能影响国家安全的网络信息技术产品和服务的项目,可能影响不特定物项和关键技术的项目,对影响国家安全的特定物项和关键技术的项目,可能影响国家安全的外商投资的项目, B
高校,安全知识竞赛,国家安全,下列哪项不属于国家安全的协同联动机制应用的范围?（）,企业之间,中央与地方之间,部门之间,地区之间, A
高校,安全知识竞赛,国家安全,在国家安全工作中，下列哪项权利是国家安全机关不能行使的?,侦查,预审,起诉,拘留, C
高校,安全知识竞赛,国家安全,根据《国家安全法》的规定，公民和组织支持、协助国家安全工作的行为（）。,是正当行为,受法律保护,应当受到称赞,有关部门应当给予表扬, B
高校,安全知识竞赛,国家安全,根据《国家安全法》的规定，（）根据宪法和法律，制定涉及国家安全的行政法规，规定有关行政措施，发布有关决定和命令。,全国人大,党中央,国务院,国家安全部,C
高校,安全知识竞赛,国家安全,中央国家安全领导机构实行（）、协调高效的国家安全制度与工作机制。,统分结合,高度集中,垂直领导,集中统一, A
高校,安全知识竞赛,国家安全,（）在履行职责过程中，对于获取的涉及国家安全的有关信息应当及时上报。,民政部门,卫生部门,国家机关各部门,环境保护部门, C
高校,安全知识竞赛,国家安全,下列哪项不属于《国家安全法》明确规定的情报信息在报送时的要求?（）,及时,准确,客观,全面, D
高校,安全知识竞赛,国家安全,国家根据维护国家安全工作需要，建立跨部门会商工作机制，就维护国家安全工作的重大事项进行（）研判，提出意见和建议。,会商,协商,磋商,分析, A
高校,安全知识竞赛,国家安全,根据宪法、国家安全法的规定，有权决定战争状态的是（）,国务院,全国人大,国家主席,全国人大常委会, B
高校,安全知识竞赛,国家安全,国家安全工作要坚持总体国家安全观，以（）为根本。,人民安全,经济安全,社会安全,政治安全, D
高校,安全知识竞赛,国家安全,以下关于国家安全的说法正确的是（）,国家安全就是指国家政权、主权、人民利益不受侵犯。,国家安全指的是一种绝对安全。,国家安全是一种相对状态和保障持续安全状态的能力。,国家安全是国家利益没有处于危险和不受内外威胁的事态。, C
高校,安全知识竞赛,国家安全,鼓励国家安全领域科技创新，发挥（）在维护国家安全中的作用。,科技,技术,知识产权,网络, A
高校,安全知识竞赛,国家安全,国家建立（），就维护国家安全工作的重大事项进行会商研判，提出意见和建议。,国家安全工作督促检查机制,部门、地区协同联动机制,跨部门会商工作机制,国家安全决策机制, C
高校,安全知识竞赛,国家安全,《中华人民共和国反间谍法》是经过（）通过的。,中国人民政治协商会议,国务院常务会议,全国人民代表大会,全国人民代表大会常务委员会, D
高校,安全知识竞赛,国家安全,下面哪一条没有正确体现《反间谍法》的程序要求。（）,国家安全机关的工作人员依法执行任务时，未出示相应证件就要求查验境外人员的身份证明,国家安全机关的工作人员依法执行任务时，依照规定出示相应证件，可以进入有关场所、单位,国家安全机关的工作人员 依法执行任务时，根据国家有关规定，经过批准， 出示相应证件，可以进入限制进入的有关地区、场所、单位，查阅或者调取有关的档案、资料、物品,国家安全机关的工作人员依法执行紧急任务的情况下，经出示相应证件，可以优先乘坐公共交通工具，遇交通阻碍时，优先通行, A
高校,安全知识竞赛,国家安全,有权根据《反恐怖主义法》第三条、第十二条的规定，依法认定恐怖活动组织和人员的机构是：（）,公安部,国家安全部,省级反恐怖主义工作领导机构,国家反恐怖主义工作领导机构, D
高校,安全知识竞赛,国家安全,检验检疫机关在工作中发现涉嫌恐怖活动物品的，应当依法扣留，并立即移送公安机关或者（）。,人民法院,人民检察院,国家安全机关,当地人民政府, C
高校,安全知识竞赛,国家安全,要坚持（）对国家安全工作的领导，建立集中统一、高效权威的国家安全领导体制。,中国共产党,国家安全机关,公安机关,国家安全委员会, A
高校,安全知识竞赛,国家安全,国家机关各部门在履行职责过程中，对于获取的涉及国家安全的有关信息应当及时（）。,上报,处置,追查,调查, A
高校,安全知识竞赛,国家安全,国家建立国家安全风险评估机制，定期开展（）国家安全风险调查评估。有关部门应当定期向中央国家安全领导机构提交国家安全风险评估报告。,各部门,各系统,各单位,各领域,D
高校,安全知识竞赛,国家安全,发生危及国家安全的重大事件，中央有关部门和有关地方根据中央国家安全领导机构的（），依法启动应急预案，采取管控处置措施。,直接命令,相关规定,统一部署,职能要求,C
高校,安全知识竞赛,国家安全,因支持、协助国家安全工作，本人或者其近亲属的人事安全面临危险的，可以向（）请求予以保护。,人民法院,公安机关、国家安全机关,人民检察院,各级人民政府,B
高校,安全知识竞赛,国家安全,任何组织和公民都（）保守所知悉的国家情报工作秘密。,尽可能,应当,根据自身条件而定,不必, B
高校,安全知识竞赛,国家安全,任何组织和个人，如发现危害国家安全的情况，要及时向国家安全机关报告，国家安全机关全国统一的受理举报电话为（）。,12389,12345,110,12339, D
高校,安全知识竞赛,国家安全,全面贯彻落实总体国家安全观，要聚焦重点，抓纲带目，把确保（）作为首要任务，统筹推进各重点领域国家安全工作。,经济安全,国土安全,政治安全,社会安全, C
高校,安全知识竞赛,国家安全,国家建立国家安全（）工作协调机制，统筹协调中央有关职能部门推进相关工作。,国防军事,政治安全,经济安全,重点领域,D
高校,安全知识竞赛,国家安全,下列选项中不属于总体国家安全观核心要义中五对关系的是（）。,既重视发展问题，又重视安全问题,既重视传统安全，又重视非传统安全,既重视自身安全，又重视共同安全,既重视军事安全，又重视社会安全危害国家安全犯罪、恐怖活动犯罪、黑社会性质的, D
高校,安全知识竞赛,国家安全,组织犯罪的犯罪分子，在刑罚执行完毕或者赦免以后，在（）再犯上述任一类罪的，都以累犯论处。,五年内,十年内,七年内,任何时候, D
高校,安全知识竞赛,国家安全知识,我们要坚持以人民安全为宗旨、以（）为根本、以经济安全为基础、以军事科技文化社会安全为保障、以促进国际安全为依托，统筹外部安全和内部安全、国土安全和国民安全、传统安全和非传统安全、自身安全和共同安全，统筹维护和塑造国家安全，夯实国家安全和社会稳定基层基础。,国家安全,经济安全,政治安全,人民安全,C
高校,安全知识竞赛,国家安全知识,党的二十大和（）选举产生的以习近平同志为核心的新一届中央领导集体，体现了全党意志、反映了全国各族人民心愿，为夺取新时代中国特色社会主义伟大胜利、实现中华民族伟大复兴中国梦提供了坚强政治保证和组织保证。,二十届一中全会,二十届二中全会,二十届三中全会,二十届四中全会,A
高校,安全知识竞赛,国家安全知识,党的二十大报告指出，我们贯彻（），国家安全领导体制和法治体系、战略体系、政策体系不断完善，在原则问题上寸步不让，以坚定的意志品质维护国家主权、安全、发展利益，国家安全得到全面加强。,传统安全观,马克思主义安全观,整体国家安全观,总体国家安全观,D
高校,安全知识竞赛,国家安全知识,国家安全是安邦定国的重要基石，（）是全国各族人民根本利益所在。,加快经济发展,维护国家统一,促进国际合作,维护国家安全,D
高校,安全知识竞赛,国家安全知识,《党章》总纲部分指出，依法坚决打击各种（）、危害社会稳定和经济发展的犯罪活动和犯罪分子，保持社会长期稳定。,危害国家安全和利益,危害公共安全,危害社会治安,危害人民安全,A
高校,安全知识竞赛,国家安全知识,2020年2月14日，习近平总书记主持召开中央全面深化改革委员会第十二次会议并发表重要讲话，强调要把（）纳入国家安全体系。,海洋安全,太空安全,国防安全,生物安全,D
高校,安全知识竞赛,国家安全知识,贯穿总体国家安全观思想方法不包括下列哪种思维方式（）。,系统思维,底线思维,创新思维,问题思维,D
高校,安全知识竞赛,国家安全知识,围绕不断提高维护人民安全的能力和水平，下列选项中不属于重点做好维护公共安全的措施有（）。,坚持多方参与、合作共享、风险共治,坚持高压态势、严厉惩戒、以儆效尤,坚持科技引领、法治保障、文化支撑,创新理念思路、体制机制、方法手段,B
高校,安全知识竞赛,国家安全知识,面对新形势新挑战，要发扬（）精神，既要敢于斗争，又要善于斗争。,斗争,创新,创业,革命,A
高校,安全知识竞赛,国家安全知识,习近平总书记在《学习贯彻党的十八届五中全会精神专题研讨班上的讲话》中将（）称为我国经济发展中的“阿喀琉斯之踵”。,经济发展不均衡,单位经济量排名靠后,创新能力不强,单位经济产值能耗高,C
高校,安全知识竞赛,国家安全知识,下列表述中关于落实国家安全工作责任制的意义说法错误的是（）。,是坚持党的绝对领导必然要求的组织和实现方式,是对国家安全事务层层分工的基本做法,是新时代国家安全形势提出的迫切要求,是国家法律法规明确规定的重要义务,B
高校,安全知识竞赛,国家安全知识,下列情形中属于宣传思想阵地中“黑色地带”的是（）。,甲随手转发的某药企的“养生”广告,某法院线上直播开庭审理案件，乙在留言板参与讨论,某知名博主公开发表为“港独”暴乱进行开脱的文章,丁将自己录制的为抗疫前线医护人员加油祈福的视频传到社交平台,C
高校,安全知识竞赛,国家安全知识,习近平总书记在《坚持合作创新法治共赢，携手开展全球安全治理》讲话中指出了现今人类面临许多共同挑战，并对安全问题的特点进行了高度归纳，下列选项中表述错误的是（）。,安全问题的联动性更加突出,安全问题的跨国性更加突出,安全问题的严重性更加突出,安全问题的多样性更加突出,C
高校,安全知识竞赛,国家安全知识,（）是民族复兴的根基，社会稳定是国家强盛的前提。,国家安全,政治安全,经济安全,法治安全,A
